1373426196.816144,1,8209,0,0,1,108,24,0,26,0,23,0,32,0,17,0,24,0,25,0,25,0
1373426196.844159,1,24627,1,0,1,107,24,0,23,0,24,0,24,0,23,0,24,0,24,0,24,0
1373426197.064115,1,8345,0,0,1,107,24,0,24,0,24,0,26,0,21,0,25,0,24,0,24,0
1373426197.096115,1,25035,1,0,1,107,24,0,24,0,24,0,25,0,23,0,25,0,24,0,24,0
1373426197.312115,1,9569,0,0,0,108,23,0,23,0,25,0,27,0,20,0,24,0,24,0,24,0
1373426197.340140,1,28707,1,0,1,108,25,0,24,0,23,0,25,0,23,0,24,0,23,0,24,0
1373426197.567623,1,20585,0,0,-1,106,25,0,24,0,24,0,24,0,24,0,24,0,24,0,25,0
1373426197.595651,1,61755,1,0,1,108,24,0,24,0,24,0,25,0,23,0,25,0,24,0,24,0
1373426197.812118,1,54193,0,0,1,107,24,0,25,0,24,0,29,0,20,0,24,0,24,0,24,0
1373426197.840132,1,31507,1,0,-1,108,24,0,25,0,23,0,25,0,24,0,24,0,24,0,24,0
1373426198.068595,1,28985,0,0,1,108,25,0,23,0,25,0,23,0,24,0,24,0,24,0,24,0
1373426198.096131,1,21419,1,0,1,108,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0
1373426198.320107,1,64257,0,0,1,108,23,0,26,0,23,0,24,0,24,0,24,0,23,0,24,0
1373426198.348149,1,61699,1,0,1,108,24,0,24,0,23,0,24,0,23,0,24,0,23,0,24,0
1373426198.564090,1,54025,0,0,1,107,24,0,23,0,24,0,30,0,16,0,24,0,23,0,23,0
1373426198.592118,1,31003,1,0,1,107,23,0,24,0,23,0,24,0,22,0,24,0,24,0,23,0
